From Book,From Book Number,From Chapter,From Chapter in Bible,From Verse Number,To Book,To Book Number,To Chapter,To Chapter in Bible,To Verse Number
Romans,45,3,1048,20,Galatians,48,2,1092,16
2 Corinthians,47,5,1082,14,Galatians,48,2,1092,20
2 Corinthians,47,5,1082,15,Galatians,48,2,1092,19
Galatians,48,5,1095,1,Galatians,48,2,1092,4
Philippians,50,1,1103,21,Galatians,48,2,1092,20
Jude,65,1,1166,4,Galatians,48,2,1092,4
John,43,15,1011,25,Psalm,19,109,586,3
Acts,44,1,1018,8,Acts,44,5,1022,32
Galatians,48,1,1091,10,Acts,44,5,1022,29
Acts,44,1,1018,8,Acts,44,6,1023,8
2 Timothy,55,1,1125,7,Acts,44,6,1023,8
Acts,44,2,1019,38,Acts,44,20,1037,21
Acts,44,26,1043,18,Acts,44,20,1037,32
2 Timothy,55,1,1125,7,Acts,44,20,1037,24
Hebrews,58,11,1143,1,Acts,44,20,1037,21
Acts,44,13,1030,41,Habakkuk,35,1,903,5
Romans,45,8,1053,28,Genesis,1,50,49,20
Romans,45,8,1053,28,Nehemiah,16,1,413,5
Romans,45,8,1053,29,Revelation,66,13,1179,8
Romans,45,12,1057,2,Revelation,66,13,1179,8
Romans,45,8,1053,31,1 Samuel,9,17,252,45
Romans,45,9,1054,22,Jude,65,1,1166,4
Ephesians,49,3,1099,20,Jude,65,1,1166,24
Philippians,50,4,1106,6,Jude,65,1,1166,20
2 Peter,61,2,1157,4,Jude,65,1,1166,6
2 Peter,61,3,1158,3,Jude,65,1,1166,18
Romans,45,9,1054,33,Isaiah,23,28,706,16
Romans,45,10,1055,11,Isaiah,23,28,706,16
2 Timothy,55,2,1126,19,Isaiah,23,28,706,16
1 Peter,60,2,1152,6,Isaiah,23,28,706,16
Romans,45,12,1057,2,2 Peter,61,2,1157,20
1 Corinthians,46,10,1071,13,2 Peter,61,2,1157,9
Jude,65,1,1166,6,2 Peter,61,2,1157,4
Romans,45,12,1057,2,Leviticus,3,18,107,29
1 Corinthians,46,6,1067,9,Leviticus,3,18,107,22
Romans,45,14,1059,17,1 Corinthians,46,4,1065,20
1 Corinthians,46,3,1064,16,1 Corinthians,46,6,1067,19
Galatians,48,5,1095,19,1 Corinthians,46,6,1067,9
Revelation,66,21,1187,8,1 Corinthians,46,6,1067,9
1 Corinthians,46,4,1065,20,1 Thessalonians,52,1,1111,5
1 Corinthians,46,15,1076,58,1 Thessalonians,52,1,1111,3
1 Corinthians,46,7,1068,22,Philemon,57,1,1132,16
Ephesians,49,1,1097,15,Philemon,57,1,1132,5
Colossians,51,1,1107,7,Philemon,57,1,1132,23
Colossians,51,4,1110,12,Philemon,57,1,1132,23
Colossians,51,4,1110,14,Philemon,57,1,1132,24
1 Corinthians,46,10,1071,8,Numbers,4,25,141,1
1 Corinthians,46,13,1074,11,1 Corinthians,46,14,1075,20
Hebrews,58,4,1136,12,1 Corinthians,46,14,1075,24
1 Corinthians,46,13,1074,13,1 Corinthians,46,16,1077,14
1 Corinthians,46,15,1076,58,1 Corinthians,46,16,1077,10
Ephesians,49,6,1102,10,1 Corinthians,46,16,1077,13
1 Corinthians,46,13,1074,13,1 Corinthians,46,13,1074,1
2 Corinthians,47,3,1080,18,1 Corinthians,46,13,1074,12
Galatians,48,5,1095,22,1 Corinthians,46,13,1074,4
1 Thessalonians,52,1,1111,3,1 Corinthians,46,13,1074,13
Hebrews,58,11,1143,1,1 Corinthians,46,13,1074,13
1 Corinthians,46,15,1076,57,2 Corinthians,47,2,1079,14
Ephesians,49,4,1100,32,2 Corinthians,47,2,1079,10
1 Corinthians,46,15,1076,58,1 Thessalonians,52,3,1113,12
1 Corinthians,46,15,1076,58,1 Thessalonians,52,3,1113,3
1 Corinthians,46,16,1077,13,1 Thessalonians,52,3,1113,8
Philippians,50,1,1103,9,1 Thessalonians,52,3,1113,12
1 Corinthians,46,16,1077,13,2 Samuel,10,10,276,12
1 Corinthians,46,16,1077,13,1 Corinthians,46,9,1070,25
Galatians,48,5,1095,13,1 Corinthians,46,9,1070,19
Ephesians,49,6,1102,12,1 Corinthians,46,9,1070,25
Philippians,50,3,1105,14,1 Corinthians,46,9,1070,24
Hebrews,58,12,1144,1,1 Corinthians,46,9,1070,24
James,59,1,1146,12,1 Corinthians,46,9,1070,25
1 Corinthians,46,16,1077,13,1 Samuel,9,4,239,9
1 Corinthians,46,16,1077,13,1 Timothy,54,6,1124,12
Philippians,50,4,1106,11,1 Timothy,54,6,1124,6
Philippians,50,4,1106,19,1 Timothy,54,6,1124,17
Colossians,51,2,1108,8,1 Timothy,54,6,1124,20
1 John,62,2,1160,15,1 Timothy,54,6,1124,10
1 Corinthians,46,16,1077,13,Revelation,66,16,1182,15
2 Corinthians,47,6,1083,16,Exodus,2,29,78,45
2 Corinthians,47,6,1083,17,Revelation,66,18,1184,4
2 Corinthians,47,13,1090,5,1 Corinthians,46,11,1072,28
Galatians,48,1,1091,10,1 Thessalonians,52,2,1112,4
Hebrews,58,4,1136,12,1 Thessalonians,52,2,1112,13
Galatians,48,2,1092,20,2 Corinthians,47,13,1090,5
Galatians,48,3,1093,13,Deuteronomy,5,21,173,23
Galatians,48,6,1096,7,Hosea,28,10,871,12
Galatians,48,6,1096,7,Hosea,28,8,869,7
Galatians,48,6,1096,9,Malachi,39,1,925,13
Ephesians,49,4,1100,26,Psalm,19,4,481,4
Ephesians,49,4,1100,29,Ecclesiastes,21,10,668,12
Ephesians,49,4,1100,30,Isaiah,23,63,741,10
Ephesians,49,5,1101,22,Genesis,1,3,2,16
Philippians,50,1,1103,6,2 Thessalonians,53,1,1116,11
1 Peter,60,4,1154,17,2 Thessalonians,53,1,1116,8
Philippians,50,2,1104,7,2 Corinthians,47,8,1085,9
Philippians,50,4,1106,8,2 Corinthians,47,8,1085,21
Philippians,50,3,1105,13,Luke,42,9,981,62
2 Peter,61,1,1156,17,Luke,42,9,981,34
Philippians,50,4,1106,6,1 Samuel,9,1,236,15
1 Peter,60,5,1155,7,1 Samuel,9,1,236,10
2 Timothy,55,1,1125,7,Micah,33,3,895,8
2 Timothy,55,1,1125,7,Acts,44,21,1038,13
2 Timothy,55,1,1125,7,Acts,44,9,1026,22
2 Timothy,55,2,1126,19,Numbers,4,16,132,5
Hebrews,58,3,1135,7,Psalm,19,95,572,7
Hebrews,58,9,1141,22,Leviticus,3,17,106,11
Hebrews,58,13,1145,5,1 Samuel,9,12,247,22
Hebrews,58,13,1145,6,Psalm,19,54,531,4
Hebrews,58,13,1145,6,Psalm,19,94,571,17
James,59,1,1146,19,Proverbs,20,14,641,29
James,59,1,1146,26,Psalm,19,141,618,3
James,59,5,1150,16,Acts,44,19,1036,18
1 Peter,60,1,1151,16,Leviticus,3,11,100,44
1 Peter,60,2,1152,9,Revelation,66,5,1171,10
Revelation,66,1,1167,6,Revelation,66,5,1171,10
Revelation,66,13,1179,8,Revelation,66,5,1171,12
Revelation,66,13,1179,8,Revelation,66,5,1171,6
Revelation,66,14,1180,3,Revelation,66,5,1171,9
1 Peter,60,2,1152,9,Deuteronomy,5,14,166,2
1 Peter,60,5,1155,7,Psalm,19,142,619,4
1 Peter,60,5,1155,8,Job,18,2,437,2
2 Peter,61,3,1158,9,1 Timothy,54,2,1120,4
1 John,62,2,1160,1,1 Timothy,54,2,1120,5
1 John,62,2,1160,17,1 Corinthians,46,7,1068,31
Revelation,66,1,1167,7,Daniel,27,7,856,13
Revelation,66,1,1167,14,Daniel,27,7,856,9
Revelation,66,20,1186,12,Daniel,27,7,856,10
Revelation,66,2,1168,7,Genesis,1,2,1,9
Revelation,66,4,1170,3,Ezekiel,26,1,802,28
Revelation,66,4,1170,7,Ezekiel,26,1,802,10
Revelation,66,13,1179,8,Revelation,66,17,1183,8
Revelation,66,22,1188,18,Deuteronomy,5,12,164,32
